1513614491.61::RT @chadderr: Note that @SenBobCorker is estimated to have about $8 million in this type of income. So from this provision alone,\u2026 
1513614491.8::RT @CharlesPPierce: Bob Corker Is Shocked\u2014SHOCKED! https:\/\/t.co\/9kOmWTFbkr
1513614491.89::RT @Jansant: The real headline today:\n\nEducation cuts to pay for lower corporate tax rates. #auspol
1513614492.01::RT @davidsirota: Worth remembering when you think about the Corker story: With McCain out, if Corker and Flake or Collins vote no, T\u2026 
1513614492.12::RT @ttmygh: Washington is rotten to the core. On both sides. The only thing that will save us is the return of shame. I for one\u2026 
1513614492.17::Bob Corker Is Shocked\u2014SHOCKED\u2014and I am not:\nhttps:\/\/t.co\/LQsi6XaHM7 via @Esquire
1513614492.26::RT @timkaine: I get the feeling that this entire GOP tax bill is just a giant #TrumpGiveaway.\n\nhttps:\/\/t.co\/JWa9iwpy0f
1513614492.45::RT @DeanBaker13: Senator Corker does considerably better with the Republican tax bill than a married couple earning $30,000, with tw\u2026 
1513614492.99::RT @ColMorrisDavis: Must be nice to be @realDonaldTrump and @SenBobCorker where you can just drop in a little something to sweeten the\u2026 
1513614493.37::RT @MarkDice: Only a wealthy elitist would whine that their mortgage interest deduction is capped at $750,000 dollars.  Thank you\u2026 
1513614493.51::RT @davidsirota: BREAKING: Sen. @JohnCornyn tells @ThisWeekABC that last-minute provision enriching @SenBobCorker &amp; other GOP lawmak\u2026 
